"","q1AgeBeginCoding","q2Age","q3Gender","q4Education","q5DegreeFocus","q8JobLevel","q9CurrentRole","q10Industry","q16HiringManager","q24VimorEmacs"
"196","5 - 10 years old","25 - 34 years old","Male","Some college","Other STEM (science, technology, engineering, math)","Principal engineer","Back-end Developer","Technology","Yes","Vim"
"197","26 - 30 years old","35 - 44 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Senior developer","Mobile Developer","Technology","Yes","Vim"
"198","16 - 20 years old","18 - 24 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Student","Student","Technology","No","Vim"
"199","21 - 25 years old","45 - 54 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Engineering manager","Software Architect","Financial Services","Yes","Emacs"
"200","11 - 15 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Software Engineer","Technology","Yes","Vim"
"201","16 - 20 years old","18 - 24 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Senior developer","Mobile Developer","Government","Yes","Emacs"
"202","16 - 20 years old","18 - 24 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Front-end Developer","Financial Services","Yes","Vim"
"203","21 - 25 years old","25 - 34 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Senior developer","Full-stack Developer","Technology","No","Vim"
"204","16 - 20 years old","25 - 34 years old","Male","High school graduate","Other STEM (science, technology, engineering, math)","Engineering manager","Software Test Engineer","Technology","Yes","Vim"
"205","31 - 35 years old","35 - 44 years old","Male","High school graduate","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Full-stack Developer","Computer Hardware","Yes","Vim"
"206","21 - 25 years old","18 - 24 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Student","Unemployed","Education","No","Vim"
"207","16 - 20 years old","18 - 24 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Software Engineer","Technology","No","Vim"
"208","16 - 20 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Other STEM (science, technology, engineering, math)","Student","Student","Technology","No","Vim"
"209","16 - 20 years old","18 - 24 years old","Female","College graduate","Other STEM (science, technology, engineering, math)","Student","Student","Technology","No","Vim"
"210","16 - 20 years old","18 - 24 years old","Male","Some college","Other STEM (science, technology, engineering, math)","Student","Student","Education","No","Vim"
"211","16 - 20 years old","55 - 64 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Architect","Development Operations Engineer","Technology","Yes","Vim"
"212","21 - 25 years old","25 - 34 years old","Female","College graduate","Computer Science","Level 1 developer (junior)","Software Engineer","Technology","No","Vim"
"213","21 - 25 years old","25 - 34 years old","Female","College graduate","Computer Science","Level 1 developer (junior)","Data Analyst","Technology","Yes","Emacs"
"214","21 - 25 years old","25 - 34 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Full-stack Developer","Telecom, Internet Services","No","Vim"
"215","16 - 20 years old","18 - 24 years old","Male","Some college","Computer Science","Architect","Network Administrator","Government","Yes","Vim"
"216","21 - 25 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","New grad","Software Engineer","Technology","Yes","Vim"
"217","21 - 25 years old","18 - 24 years old","Female","College graduate","Computer Science","Level 1 developer (junior)","Mobile Developer","Computer Hardware","Yes","Emacs"
"218","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Software Engineer","Technology","No","Vim"
"219","21 - 25 years old","25 - 34 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Full-stack Developer","Technology","Yes","Vim"
"220","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Data Analyst","Computer Hardware","No","Vim"
"221","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Student","Student","Technology","No","Vim"
"222","16 - 20 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Other STEM (science, technology, engineering, math)","Student","Data Scientist","Technology","No","Vim"
"223","21 - 25 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Freelancer","Web Developer","Insurance","Yes","Emacs"
"224","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Student","Student","Financial Services","No","Vim"
"225","16 - 20 years old","18 - 24 years old","Female","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","New grad","Data Scientist","Financial Services","No","Vim"
"226","16 - 20 years old","18 - 24 years old","Female","College graduate","Other STEM (science, technology, engineering, math)","Student","Student","Technology","No","Vim"
"227","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Data Analyst","Non-Profit","Yes","Vim"
"228","11 - 15 years old","45 - 54 years old","Male","Some post graduate work (Masters, PhD)","Other STEM (science, technology, engineering, math)","Principal engineer","Full-stack Developer","Non-Profit","No","Vim"
"229","16 - 20 years old","25 - 34 years old","Female","Some college","Computer Science","Student","Student","Education","No","Vim"
"230","11 - 15 years old","12 - 18 years old","Female","College graduate","Computer Science","Student","Student","Education","No","Vim"
"231","16 - 20 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Back-end Developer","Security","No","Vim"
"232","16 - 20 years old","18 - 24 years old","Male","High school graduate","Computer Science","Student","Student","Technology","No","Vim"
"233","16 - 20 years old","18 - 24 years old","Female","College graduate","Computer Science","New grad","Unemployed","Education","Yes","Vim"
"234","21 - 25 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Security","No","Vim"
"235","16 - 20 years old","25 - 34 years old","Male","Some college","Computer Science","Student","Student","Health Care","No","Emacs"
"236","16 - 20 years old","18 - 24 years old","Female","College graduate","Computer Science","Level 1 developer (junior)","Software Engineer","Technology","No","Emacs"
"237","11 - 15 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Technology","No","Vim"
"238","11 - 15 years old","18 - 24 years old","Male","Some college","Computer Science","Student","Software Engineer","Security","No","Vim"
"239","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Software Engineer","Financial Services","Yes","Vim"
"240","11 - 15 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Architect","Web Developer","Financial Services","Yes","Vim"
"241","16 - 20 years old","18 - 24 years old","Female","Some college","Computer Science","Senior developer","Software Engineer","Technology","Yes","Emacs"
"242","11 - 15 years old","35 - 44 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Engineering manager","Software Architect","Technology","Yes","Vim"
"243","16 - 20 years old","25 - 34 years old","Female","College graduate","Computer Science","Level 1 developer (junior)","Database Administrator","Government","No","Vim"
"244","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","New grad","Software Engineer","Technology","Yes","Vim"
"245","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Education","No","Vim"
"246","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Education","No","Emacs"
"247","11 - 15 years old","35 - 44 years old","Male","Vocational training (like bootcamp)","Computer Science","Senior developer","Software Architect","Health Care","Yes","Emacs"
"248","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Development Operations Engineer","Technology","No","Vim"
"249","26 - 30 years old","25 - 34 years old","Male","College graduate","Computer Science","Principal engineer","Development Operations Engineer","Government","No","Vim"
"250","21 - 25 years old","45 - 54 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Student","Education","No","Emacs"
"251","26 - 30 years old","45 - 54 years old","Male","College graduate","Computer Science","Senior developer","Full-stack Developer","Telecom, Internet Services","Yes","Vim"
"252","16 - 20 years old","18 - 24 years old","Male","Some college","Computer Science","Student","Software Engineer","Computer Hardware","No","Vim"
"253","16 - 20 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Level 1 developer (junior)","Software Engineer","Technology","Yes","Vim"
